tweet_id_customer,text_customer,created_at_customer,tweet_id_brand,in_response_to_tweet_id,text_brand,created_at_brand
903074,"@115873 @116288 @Uber_Support 
What the hell is this? 3223 for Pool? From HiTech City to Uppal
#HyderabadRains @38949 https://t.co/8XpjW4OcOV",Fri Oct 13 16:34:55 +0000 2017,903069,903074.0,"@334381 Hi there, Arudra. It seems that fares are higher due to increased demand. When demand evens out prices will return to normal.",Fri Oct 13 19:01:45 +0000 2017
1058975,"@115873 needs to chill with these fares are increased due to high demand, my destination 13 mins away and they are charging basically 2 dollars a minute 😑😑😑😑",Mon Oct 23 12:38:39 +0000 2017,1058974,1058975.0,@370020 Sorry to hear that! Send us a note here: https://t.co/e8HVorX5rh so we can connect.,Mon Oct 23 12:41:17 +0000 2017
1608114,"@Uber_Support I travelled from Mumbai airport to Anushakti nagar on 2nd oct with Your Uber at 857 am:
MH47N5118.
Driver ph #
+918793778348;
It was a cash trip and he collected 100 rs more than the trip fare of 390. He stated that as parking fee. The receipt is for 390..Is it ok?",Sun Nov 05 09:37:31 +0000 2017,1608113,1608114.0,@493851 Find out more info about toll and parking fee charges here: https://t.co/ijTJHFJJTx,Sun Nov 05 09:43:23 +0000 2017
1905812,"@115873 charged £5 when I didn’t cancel, my driver didn’t show up and then the trip disappeared, whaaat?!",Thu Nov 30 19:48:41 +0000 2017,1905811,1905812.0,"@567889 Hi, Steph! Here to help. Kindly send us a note at; https://t.co/h840Iouehc so our team can assist.",Thu Nov 30 19:50:38 +0000 2017
2052294,@Uber_Support I accidentally started a trip without picking up the rider. Therefore they were charged. Can you help,Thu Oct 05 22:15:47 +0000 2017,2052293,2052294.0,"@395870 We will be glad to help, Ali! Please connect with us here; https://t.co/eQewxTFp9G so we can further assist you in sorting this out.",Thu Oct 05 23:13:09 +0000 2017
1536357,@115873 from shoreditch to Holloway - wtf is this https://t.co/IbCBSXaWiy,Sat Nov 04 00:27:50 +0000 2017,1536355,1536357.0,@476363 Sorry for the trouble! Can you send us a DM with your email address + more details?,Sat Nov 04 00:35:01 +0000 2017
656391,"@115873 resolved my issues this morning. However, JUST LOOKED AT MY BANK ACCOUNT AND THE $250 is OUT OF MY ACCOUNT AGAIN. WTF. DONT USE UBER",Wed Nov 22 22:39:49 +0000 2017,656392,656391.0,@276171 We're sorry to hear this was your experience. Please send us a DM (Direct Message) with your email address with details so we can follow up.,Wed Nov 22 22:43:41 +0000 2017
379196,"@Uber_Support ""heading in the same direction"" I don't think y'all know what that means... https://t.co/EpDAT6G6Jl",Mon Oct 09 05:23:07 +0000 2017,379195,379196.0,@186138 Send us a note at https://t.co/balq3Eyso6 and a member of our team will follow up soon.,Mon Oct 09 06:14:18 +0000 2017
283705,"@115873 needs to hire drivers that know how to drive in the city, I’m so upset",Fri Oct 06 12:48:52 +0000 2017,283704,283705.0,@183575 Sorry to hear about that! Can you please contact us via https://t.co/fS660rQ8NQ so our team can connect.,Fri Oct 06 13:02:36 +0000 2017
1662504,@115873 used to have such helpful customer service. Looks like that has taken a turn for the worst like the rest of uber. @Uber_Support,Tue Oct 17 11:59:48 +0000 2017,1662503,1662504.0,@506954 We're here to help - please DM us with more details of your inquiry so we can assist you further.,Tue Oct 17 15:04:14 +0000 2017
1944107,"@115873 my account was hacked, couldn’t send a report via email, my account was disabled. 8.5 hours, no customer support help. 😥",Mon Oct 30 03:50:22 +0000 2017,1944105,1944107.0,"@577960 We absolutely want to investigate the issue with your account, Teresa! A member of our team will be in touch via DM momentarily to help.",Mon Oct 30 04:03:44 +0000 2017
2663834,@Uber_Support please update my driver profile insurance info. https://t.co/1EBIzwbkII,Sat Nov 25 23:43:38 +0000 2017,2663832,2663834.0,@750639 Here to help! Contact us via https://t.co/tv4psVy8sr so we can connect.,Sat Nov 25 23:47:41 +0000 2017
294997,@Uber_Support __email__,Fri Oct 06 18:24:22 +0000 2017,294999,294997.0,@186253 Thanks Christine. Look to delete this last tweet as it contains personal info. You can have a private convo here:  https://t.co/sd7yH5jmbJ,Fri Oct 06 18:36:43 +0000 2017
2730456,@Uber_Support What is your DM?,Mon Nov 20 15:28:54 +0000 2017,2730458,2730456.0,@765500 Apologies for the confusion! Let's connect via this link:  https://t.co/sd7yH5jmbJ,Mon Nov 20 15:29:23 +0000 2017
875243,Hi @115877 going for first time order with code on flyer which says valid through 31/12/17 but it says it’s expired 🤔 help?,Fri Oct 20 18:23:31 +0000 2017,875240,875243.0,"@327804 We can look into this with you, Rebekah. Can you please send a note our way via https://t.co/I7jFRbJ5yY?",Fri Oct 20 18:24:52 +0000 2017
568866,"@Uber_Support Yeah, I already did that. I’m just waiting to hear back from someone...",Sun Dec 03 02:49:07 +0000 2017,568864,568866.0,@253466 We can definitely take a look! Send us a DM with your email address so we can follow up.,Sun Dec 03 02:52:15 +0000 2017
2217804,"My uber Driver is currently falling asleep at the wheel, thank you @115873 for always providing me with attentive, efficient drivers 😐",Thu Oct 19 15:11:31 +0000 2017,2217803,2217804.0,@647946 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,Thu Oct 19 15:16:52 +0000 2017
1545027,"@115873 i randomly got a text saying ""enter uber code #### to continue"" but i havent used uber in months so what is this about",Sat Nov 04 05:33:31 +0000 2017,1545028,1545027.0,@478530 We're here to help! Please send us a note via https://t.co/J1AzB6DDDr so we can connect.,Sat Nov 04 05:36:06 +0000 2017
872782,"Be warned, if you take an @115873 in Argentina, and your trip is AR$ 100, you will be charged U$S 100, use cash or don't use it at all.",Fri Oct 20 20:14:07 +0000 2017,872781,872782.0,"@327207 We're here to help! Send us a note here, https://t.co/1xM0TILvAI and our team will be in touch.",Fri Oct 20 20:43:35 +0000 2017
1868165,@115873 I swear if you ever put me in a car with the last driver who literally put me in a gas station parking lot after we asked him to stop texting and driving I will never use your service again. Dude was dangerous. Scary stuff.,Sun Nov 26 08:20:57 +0000 2017,1868164,1868165.0,@558057 Here to help! Send us a DM with your email address so we can connect.,Sun Nov 26 08:26:56 +0000 2017
574666,"@115873 my driver called multiple times asking where I was going, so that he could see if picking me up was worth it or not...",Sun Dec 03 07:20:53 +0000 2017,574665,574666.0,"@255177 We can definitely take a closer look! Contact us here; https://t.co/z8NNR56eyf , so we can help.",Sun Dec 03 07:23:06 +0000 2017
635848,@Uber_Support have the guts to say here why r u saying in its not showing in credit better convert it,Wed Nov 22 18:34:13 +0000 2017,635849,635848.0,"@270777 Hey there, Resham. Your credit amount is displayed in the currency the credit was issued in and cannot be transferred from one currency into another. Please be sure to check out https://t.co/CSw3jYhCzc for more information.",Wed Nov 22 18:38:33 +0000 2017
2477733,"@115873 guys I booked one ride, you booked 2 from your side. Now, one I took, second I cancelled, now my active ride is not on the map. And im charged cancellation?  Eh?",Wed Nov 15 14:23:27 +0000 2017,2477732,2477733.0,@708198 We can definitely follow up! Send us a note here; https://t.co/h840Iouehc so our team can connect.,Wed Nov 15 14:30:23 +0000 2017
304644,@115873 OK well I love your service until 14 yr old girls can get 20 miles away? Find her b4 i do. This is not cool Uber,Sat Nov 04 04:38:27 +0000 2017,304643,304644.0,@129707 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,Sat Nov 04 04:42:53 +0000 2017
441678,"@115873 you've unfairly charged me £10 and now your auto-responded says that you cant help, because it is was longer then 30 days ago?",Tue Oct 10 07:55:13 +0000 2017,441677,441678.0,@219743 So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,Tue Oct 10 18:04:41 +0000 2017
1591141,@115873 Seriously I️ need a refund or something 🤨🤨,Sun Nov 05 00:06:19 +0000 2017,1591140,1591141.0,@489170 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,Sun Nov 05 00:22:33 +0000 2017
1131444,"@Uber_Support Can't request a ride. ""There was an error processing your request. If this continues visit help.uber"" please help",Tue Oct 24 10:40:13 +0000 2017,1131443,1131444.0,"@386640 We're here to help! Send us a note here, https://t.co/xMxswVLBKT and so our team will assist.",Tue Oct 24 12:00:50 +0000 2017
2321459,@Uber_Support I have sent this to you,Fri Oct 20 00:15:58 +0000 2017,2321461,2321459.0,"@672726 Hi, Lauren. We see your DM and will follow up there shortly.",Fri Oct 20 00:20:58 +0000 2017
19723,@Uber_Support I am traveling overseas and had to get a new phone.....now cannot open the app because it keeps sending a verification code to my US phone what is not roaming.....am in Australia presently --but cannot use uber,Wed Oct 04 09:56:55 +0000 2017,235527,19723.0,@172092 Happy to help. Please send us a note at https://t.co/7noMs7ap6M for further assistance.,Wed Oct 04 10:00:19 +0000 2017
1823415,"@Uber_Support You must have not understood the ""can't find anywhere on the app"" part don't you think I've been doing that for the last hour? Clunky",Wed Oct 18 04:10:48 +0000 2017,1823417,1823415.0,@547374 Sorry to hear about the troubles. Please send us a note at https://t.co/balq3Eyso6 so we can connect.,Wed Oct 18 05:04:28 +0000 2017
1605689,"Someone stole my credit card number and spent over $70 worth of ubereats last night on it. I hope they enjoyed their food. 
#thegreglife",Sun Nov 05 17:05:45 +0000 2017,1605688,1605689.0,@492547 Here to help! Send us a note via https://t.co/dInR3racif and we'll be in touch.,Sun Nov 05 17:23:03 +0000 2017
1858933,Tell me how Uber changed my fare and charged me $15.23 cause I asked my driver to drive half a mile to the next stop light tf @Uber_Support,Mon Oct 30 04:21:39 +0000 2017,1858932,1858933.0,@555823 Here to help! Please send us a note via  https://t.co/1xM0TILvAI so our team can connect.,Mon Oct 30 04:27:47 +0000 2017
2618464,"@Uber_Support Hey Uber, I ordered food and the order was entirely wrong. I paid $30 and was only refunded $1.50 and I can't find out how to re-open that support request.",Fri Nov 17 14:55:58 +0000 2017,2618463,2618464.0,@739979 We can definitely take a closer look! Please send us a DM with your email address so we can follow up.,Fri Nov 17 14:57:02 +0000 2017
2264128,@115873 last night the driver stole my friend's phone and venmoed himself $300 from her account to his and you call that innocent?disturbing,Thu Oct 19 18:00:35 +0000 2017,2264127,2264128.0,@659084 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,Thu Oct 19 18:09:19 +0000 2017
2422857,@Uber_Support  why didn't I get them https://t.co/c64dX0Blvy,Tue Nov 14 15:13:39 +0000 2017,2422856,2422857.0,"@695859 We've been overwhelmed by demand, Daisy! Supply is limited, but please keep trying.",Tue Nov 14 18:38:14 +0000 2017
1427745,"@Uber_Support Hi, so far no one contacted me for this issue..just few replies again the standard ones, I hope a quick resolution on this. Please escalate.",Thu Nov 16 03:55:32 +0000 2017,1427743,1427745.0,"@451657 We definitely understand the sense of urgency here, Joby. We appreciate your continued patience with us as we move forward. Have an amazing rest of your day!",Thu Nov 16 05:47:14 +0000 2017
2080063,@115877 @137317 yo wtf where my dip and straws man 30 mins late and aint even give me my sweet n sour or some shit to drink my fanta,Mon Oct 09 17:56:23 +0000 2017,2080062,2080063.0,@615174 Sorry to hear about the trouble. Send us a note at the following link and a member of our team will follow up -  https://t.co/FaWXzHR1Q6,Mon Oct 09 20:39:19 +0000 2017
2805250,@Uber_Support also why do I KEEP getting charged waiting charges when I'm always ready as soon as the driver pulls up?,Wed Nov 22 02:37:30 +0000 2017,2805249,2805250.0,@175283 Here to help. Send us a note at https://t.co/WJq5jsvmcN so our team can connect.,Wed Nov 22 02:38:18 +0000 2017
2711964,@Uber_Support hey guys signed up for uber eats over a month ago still heard nothing back could you assisst me thank you https://t.co/yYXAVDEe1w,Mon Nov 20 02:05:47 +0000 2017,2711963,2711964.0,@761406 We've responded to your DM.,Mon Nov 20 02:29:46 +0000 2017
1165796,@115873 @Uber_Support Here is the latest example of how you screw the drivers on fares.please explain why I make &lt;50% fare and Uber makes more https://t.co/R5dlAkKcKN,Tue Oct 24 17:58:59 +0000 2017,1165793,1165796.0,"@394212 Hi, Michael! Please visit; https://t.co/kzYsGKAsU8 for more info. Please let us know if you have any other questions or concerns.",Tue Oct 24 18:14:59 +0000 2017
2022479,@Uber_Support @115873 @119983 #uberhack what is the implication of the hack ! Need explanation please,Sun Nov 26 10:56:28 +0000 2017,2022478,2022479.0,@598156 Here to help! Please visit for more info; https://t.co/2Jlz0iuSz7,Sun Nov 26 11:07:42 +0000 2017
2272535,@7532 @Uber_Support https://t.co/O7w7SNA9LO,Thu Oct 19 18:33:13 +0000 2017,2272534,2272535.0,@226089 Please send us a DM with the email on your account and more information regarding the issue you had with this driver.  Thanks!,Thu Oct 19 18:41:34 +0000 2017
1194746,@115877 haven’t been able to order McDonalds for the last few days - system outage or an issue with the individual store?,Wed Oct 25 01:15:07 +0000 2017,1194745,1194746.0,@400746 We're here to help! Send us a DM with your email address so we can connect.,Wed Oct 25 01:45:45 +0000 2017
2071289,"@Uber_Support Hello, I cannot sign in to my account. I forgot my password. My phone number is +919494884987",Mon Oct 09 02:23:32 +0000 2017,2071288,2071289.0,@612561 We are happy to help. Just click on forgot password and then it should let you reset it. You can also try to log in on a desk top to reset.,Mon Oct 09 03:24:30 +0000 2017
743099,@Uber_Support can you get me the link cause i can’t log in correctly ?,Fri Oct 06 23:13:27 +0000 2017,743098,743099.0,"@297676 Here to help, Rodrigo! Please connect with us here; https://t.co/BDlHSjUF9c so we can take a look.",Fri Oct 06 23:19:20 +0000 2017
1378777,"@Uber_Support Dear Uber support. Your driver cancelled last trip, now app asking for cancellation charges. Kindly see to it",Sat Oct 28 02:54:32 +0000 2017,1378776,1378777.0,@440983 Here to help! Please send us a note at https://t.co/h840Iouehc and we'll be happy to look into this for you.,Sat Oct 28 04:06:17 +0000 2017
1299596,@423746 @115877 I’ve never had a problem before! I was hangry when I ordered so it just sucks that he probably didn’t read my apt # and left it somewhere😒,Mon Oct 16 03:17:01 +0000 2017,1299595,1299596.0,@423745 We're sorry to hear about this.. We'd like to follow up on this. Send us a DM with your email address/phone number and we'll review.,Mon Oct 16 09:17:59 +0000 2017
375311,@115873 I had to cancel a ride bc they drove away after we saw him. plz give me my money back 0/10 experience. whats ur customer service email,Mon Oct 09 01:46:15 +0000 2017,375310,375311.0,@205003 We're so sorry for the trouble. Send us a note via https://t.co/e8HVoseGiP so we can assist.,Mon Oct 09 01:48:11 +0000 2017
929907,@Uber_Support you said you lifted the hold on my card but I'm still not able to use it. Why?,Fri Oct 13 19:11:45 +0000 2017,929906,929907.0,"@340629 Happy to look further into this, Ja'Nell! Please reach out to us here: https://t.co/OhfgxSAY58 so we can follow up.",Fri Oct 13 22:28:14 +0000 2017
2533964,@Uber_Support Ride was disgusting and driver doesn't know how to talk to female passenger. #Ubershame,Mon Oct 30 12:58:57 +0000 2017,2533963,2533964.0,"@721046 We can definitely take a closer look! Contact us here; https://t.co/fS660rQ8NQ, so we can help.",Mon Oct 30 13:06:34 +0000 2017
1655778,"@115873 Getting no help from Uber. Ended up paying more than double the trip fare due to your GPS issues. Distance traveled was 4km, showed 12",Tue Oct 17 14:34:02 +0000 2017,1655777,1655778.0,@505287 We're here to help! Send us a DM with your email address so we can assist.,Tue Oct 17 14:38:42 +0000 2017
971346,@Uber_Support I ordered through ubereats and received completely burnt food. Restaurant said take it up with you. What number do I call??,Sun Oct 22 04:31:52 +0000 2017,971345,971346.0,@350458 We've followed up via DM!,Sun Oct 22 08:12:27 +0000 2017
1948652,@Uber_Support Where am supposed to put the note? Its just an faq?,Mon Oct 30 15:19:34 +0000 2017,1948651,1948652.0,@578950 Sorry to hear about the inconvenience. Can you please send us a DM with your email address? From there we'll be able to assist further.,Mon Oct 30 15:21:44 +0000 2017
1827427,"@73366 @Uber_Support 
@115873 @115873.com/lucknow..driver vishal denied pick up from lucknow airport",Wed Oct 18 03:47:47 +0000 2017,1827425,1827427.0,"@548459 Hey Lokesh, please reach out with the details at https://t.co/593jusCquh so we can connect.",Wed Oct 18 04:46:57 +0000 2017
2975046,@115877 WHEN ARE YOU GOING TO START DELIVERING TO BOWIE STATE?!? DO YOU KNOW HOW MUCH MONEY YOU MISSING OUT ON ???,Thu Nov 30 02:31:43 +0000 2017,2975045,2975046.0,@820492 UberEats isn't available near Bowie State right now. But we're continuing to expand so check back soon! Stay tuned on UberEATS' availability here: https://t.co/P4mEOOIdr4,Thu Nov 30 02:36:17 +0000 2017
72047,@115873 my Uber driver just took the longest route possible to my house and drove us into traffic and I got charged double what I was supposed to pay. That’s not my fault i want my refund.,Wed Nov 29 16:09:09 +0000 2017,72046,72047.0,@132170 Here to help! Send us a note here; https://t.co/DceIRNI6kV and our team will be able to help.,Wed Nov 29 16:11:00 +0000 2017
997925,@Uber_Support I have sent my response multiple times but no response from your support team,Mon Nov 20 10:53:37 +0000 2017,997926,997925.0,@356297 We've followed up via DM!,Mon Nov 20 11:42:08 +0000 2017
2414606,"@Uber_Support Mate, It ain’t even on my app anymore",Tue Nov 14 17:48:51 +0000 2017,2414608,2414606.0,@694053 We're so sorry you didn’t get your free Original Glazed Dozen box. Demand was through the roof and stocks ran out! Stay tuned for more fun promotions soon!,Tue Nov 14 20:48:38 +0000 2017
2888905,@Uber_Support I scheduled an Uber to the airport. A no show... Now I struggling to get my flight. Guess I can not depend on a scheduled Uber ride.#undependable,Tue Nov 28 13:31:42 +0000 2017,2888904,2888905.0,@801009 We're sorry to hear this was your experience. Kindly contact us via https://t.co/e8HVorX5rh and we'll be in touch.,Tue Nov 28 13:34:35 +0000 2017
2849978,@Uber_Support app keeps telling me my docs are updated and available for rides.  Get text everyday at 2pm.  App only show deliveries as an option.,Mon Nov 27 19:08:12 +0000 2017,2849977,2849978.0,@792487 Here to help! Send us a note via https://t.co/tv4psVy8sr and we'll be in touch.,Mon Nov 27 19:10:32 +0000 2017
441175,"@119983 @115873 Since it was late night &amp;payment was through paytm i didnt notice, instead of closing trip at drop, he ended trip going back to airport",Fri Oct 27 13:27:11 +0000 2017,441174,441175.0,"@219664 We apologize for the trouble! Send us a note here, https://t.co/WFtPA6RjWt, and our team will be in touch.",Fri Oct 27 13:28:08 +0000 2017
1316583,@Uber_Support I lost my 50% off promo after updating my Discover info :( Discover forced a CC update after the @6077 fiasco. Pls help!,Fri Oct 27 07:02:56 +0000 2017,1316582,1316583.0,@427544 We're here to help! Send us a DM with your email address and more details so we can follow up.,Fri Oct 27 07:47:30 +0000 2017
1073460,@Uber_Support hey your app won’t let me use my first time promo for $15! I tried contacting through app and nobodies responded,Sat Oct 14 21:28:04 +0000 2017,1073459,1073460.0,@373295 We've been in touch via DM!,Sun Oct 15 00:05:25 +0000 2017
2229717,@Uber_Support Already reported one more driver named ashok cancelled the booking. Am stranded outside office from last 30 mins,Wed Nov 15 14:36:00 +0000 2017,2229719,2229717.0,@650718 Appreciate you letting us know. A member of our team will be in touch with you via our in-app support soon. Your continued patience is greatly appreciated.,Wed Nov 15 14:43:23 +0000 2017
2420347,#KrispyKreme @148768  what is happening... I want donuts @115877 https://t.co/HAA4353imn,Tue Nov 14 14:51:51 +0000 2017,2420346,2420347.0,@695267 We're so sorry you didn’t get your FREE Original Glazed Dozen box. Demand was through the roof and stocks ran out! Stay tuned for more fun promotions soon!,Tue Nov 14 18:12:09 +0000 2017
67607,@Uber_Support I would like to delete my account. Can you please expedite this? Let me know your questions. Thanks!,Tue Nov 28 04:13:06 +0000 2017,67606,67607.0,@131436 We're sorry for the trouble! We're currently reviewing your email and will follow up shortly.,Tue Nov 28 04:14:00 +0000 2017
1818568,@Uber_Support account hacked can't delete it or get in touch with you because the phone number doesn't match the one now on account,Mon Oct 16 09:49:25 +0000 2017,1818567,1818568.0,"@546244 Hey, Scott! We are sorry to hear about the trouble with your account. Please send us a DM with your account email and we will follow up.",Mon Oct 16 14:33:43 +0000 2017
1073982,@Uber_Support that doesn’t answer my question. Can I use an iPad to order an Uber?,Mon Oct 23 16:31:56 +0000 2017,1073984,1073982.0,"@373404 Apologies for any confusion, Conor! Yes, you can use an iPad to request a trip. The app works best on smartphones, however.",Mon Oct 23 19:29:19 +0000 2017
2779449,HELLO I NEED TO BE AT WORK IN 57mins what is going on??? U said add a new card so I was going to do that. U fixed my account yesterday and now I can’t even get in my account again! HELLO!@Uber_Support @115873 @116276 i wish I wasn’t deaf and I could talk because nobody understands https://t.co/YOrDzXIqwm,Tue Nov 21 15:50:17 +0000 2017,2779447,2779449.0,"@271774 Hello, Sara. We've checked into your concern and show a member of our team sent you a message via in-app support. Just navigate to the 'Help' section in the app - from there you can respond with additional concerns.",Tue Nov 21 16:06:03 +0000 2017
794038,@115873 I have an outstanding issue and I'm not receiving any help. How can I reach out to support outside of the app?,Thu Oct 12 13:43:00 +0000 2017,794036,794038.0,@309330 Here to help! Please send us your email address with details so we can follow up.,Thu Oct 12 13:46:46 +0000 2017
757897,Thanks @115873 driver for making me wait 20mins before cancelling the trip. A REAL timesaver.,Sat Oct 07 08:03:17 +0000 2017,757896,757897.0,@301113 Happy to take a look! Send us a note via https://t.co/e8HVorX5rh so our team can connect.,Sat Oct 07 08:06:34 +0000 2017
2527118,"@115873 Left my charger in an uber.  Am trying to log into my uber account from my laptop but it's a 2 factor authentication, which means it's asking me for the code sent to my phone.  But my phone is dead.  Options?",Thu Nov 16 03:20:06 +0000 2017,2527117,2527118.0,"@719556 Follow these steps on a desktop: https://t.co/rOtqyWzf0B. 

For any further assistance, please reach out here: https://t.co/oY5vj3NqP3",Thu Nov 16 04:23:45 +0000 2017
2070062,"@115873 Sent a report and they started a conversation that started and ended in one message: ""M."" Ugh, bank PayPal and Uber giving me the runaround.",Thu Oct 19 01:49:21 +0000 2017,2070061,2070062.0,"@612190 Please DM us specific details of your concern together with your email address, so we can better assist you.",Thu Oct 19 01:54:08 +0000 2017
1966596,@Uber_Support How can it take over 13 hours and still waiting?!,Tue Oct 31 11:00:26 +0000 2017,1966595,1966596.0,"@582810 Hey, James. Requests are responded to in the order received and we’ll follow up as soon as we can. Thank you for your continued patience.",Tue Oct 31 12:01:51 +0000 2017
2754814,"I keep getting downgraded by @115873 drivers in London cause I'm brown and gay.  Anyone else get that?  I'm on time in the right location, don't slam my door and I'm polite.    I think I'll try Addison Lee in future.",Mon Nov 20 21:18:18 +0000 2017,2754813,2754814.0,@771073 We take this very seriously. Please send us a DM with your email address so we can connect.,Mon Nov 20 21:21:54 +0000 2017
422534,@115873 @Uber_Support With 140 words hw could I put DM to u. My mail id is __email__,Tue Oct 10 06:28:36 +0000 2017,422533,422534.0,"@215635 Here to help, Pratik. You can send us a DM by clicking on the following link. https://t.co/sd7yH5jmbJ",Tue Oct 10 09:54:58 +0000 2017
