tweet_id_customer,text_customer,created_at_customer,tweet_id_brand,in_response_to_tweet_id,text_brand,created_at_brand,intent,action,escalate_reason,ideal_reply
1134259,@Uber_Support You did but you refuse to believe 4 young adults account of what happened. Shame on you Uber. The driver is NOT being truthful!!,Tue Oct 24 01:08:58 +0000 2017,1134258,1134259.0,@387256 Please direct message us with the email address associated with the account and we'll follow up with them directly via in-app support.,Tue Oct 24 01:27:46 +0000 2017,Safety / Driver Behavior,Escalate,"Driver not truthful, potential safety concern",@387256 Please direct message us with the email address associated with the account and we'll follow up with them directly via in-app support.
1993547,Dear @115873 @Uber_Support Your In App customer support sucks. Reported a high charge twice - driver did not stop trip. No action from https://t.co/v7ApjVWQUY,Fri Nov 03 13:45:14 +0000 2017,1993545,1993547.0,@589983 Hi there! Sorry for the delay. Our team is currently reviewing your email and will follow up shortly. We appreciate your patience!,Fri Nov 03 13:48:32 +0000 2017,Billing / Refund,Escalate,"Customer reports a repeated high charge and driver did not stop trip, indicating a complex billing dispute and anger.",@589983 Hi there! Sorry for the delay. Our team is currently reviewing your email and will follow up shortly. We appreciate your patience!
2684196,@115873  I LOVE waking up to 177+ dollars worth of charges to my account for drives I didn’t even take!!!,Sun Nov 19 15:01:11 +0000 2017,2684195,2684196.0,"@754958 Here to help! Send us a note here, https://t.co/dInR3racif, and our team will follow up.",Sun Nov 19 15:03:57 +0000 2017,Billing / Refund,Escalate,Angry customer with complex billing dispute,"@754958 Here to help! Send us a note here, https://t.co/dInR3racif, and our team will follow up."
667902,"My uber driver put cinnamon-scented pinecones on the dashboard, has a pine tree-scented air freshener on the rearview mirror, and is playing 1960s-70s  Christmas music. @Uber_Support, is there anyway I can request the same driver every time?",Thu Nov 23 03:19:58 +0000 2017,667901,667902.0,"@279217 Here to help! To know more about requesting the same driver, please visit; https://t.co/PvJvVAXmJC",Thu Nov 23 03:32:12 +0000 2017,General Inquiry,Auto-handle,"Customer is asking about requesting the same driver, a standard inquiry.","@279217 Here to help! To know more about requesting the same driver, please visit; https://t.co/PvJvVAXmJC"
2441915,@Uber_Support how would I go about getting an uber code for my wedding guests to use?,Tue Nov 14 23:37:29 +0000 2017,2441913,2441915.0,@700280 Here to help! Send us a note here https://t.co/UciVpwKXDw so we can further assist.,Tue Nov 14 23:42:56 +0000 2017,General Inquiry,Auto-handle,"User is asking how to obtain an Uber code for guests, a standard informational request.",@700280 Here to help! Send us a note here https://t.co/UciVpwKXDw so we can further assist.
279047,@Uber_Support __email__,Sat Oct 07 03:34:39 +0000 2017,279049,279047.0,"@182550 Hi Rohit, our team has reached out so please check your rider app under the 'Help' section or email to see our response.",Sat Oct 07 03:53:19 +0000 2017,Needs Context,Auto-handle,"Minimal info, requires more context.","@182550 Hi Rohit, our team has reached out so please check your rider app under the 'Help' section or email to see our response."
1293163,@Uber_Support @116288 @119983 ??,Thu Oct 26 20:41:18 +0000 2017,1293162,1293163.0,@422411 Sorry to hear about the trouble! Please DM us your account email so we can take a closer look into this.,Thu Oct 26 21:00:36 +0000 2017,Needs Context,Auto-handle,Tweet is ambiguous and lacks context,@422411 Sorry to hear about the trouble! Please DM us your account email so we can take a closer look into this.
2893934,Had to go to dr office after eye surgery @115873 driver the worst.  GPS didn’t work and was taking me to wrong location. I had to tell him where to go #uberfail,Tue Nov 28 15:24:01 +0000 2017,2893932,2893934.0,"@724016 Happy to help! Send us a note here, https://t.co/y4EDPcVZOI and our team will follow up.",Tue Nov 28 15:30:58 +0000 2017,Safety / Driver Behavior,Auto-handle,Driver GPS malfunction and poor behavior complaint,"@724016 Happy to help! Send us a note here, https://t.co/y4EDPcVZOI and our team will follow up."
1349632,"The @115873 app is useless, I have tried logging in 13 times and it still won't let me login. Nice",Mon Oct 16 14:12:30 +0000 2017,1349631,1349632.0,@434725 Happy to take a look! Send us a note via https://t.co/BDlHSjUF9c so our team can connect.,Mon Oct 16 14:13:18 +0000 2017,Account / App Issue,Auto-handle,Login problem,@434725 Happy to take a look! Send us a note via https://t.co/BDlHSjUF9c so our team can connect.
2186065,@Uber_Support please read the customer issues and comments before respond. Not by giving the common answers inside the uber,Thu Nov 09 16:50:12 +0000 2017,2186064,2186065.0,@640208 We've responded via DM!,Thu Nov 09 16:57:04 +0000 2017,General Inquiry,Escalate,User is dissatisfied and angry about generic responses,@640208 We've responded via DM!
1071362,@Uber_Support I'm pissed why can't I do Uber eats,Mon Oct 23 15:54:38 +0000 2017,1071361,1071362.0,@372823 Sorry for the delay. Our team is currently reviewing your email and will follow up shortly.,Mon Oct 23 16:07:11 +0000 2017,Account / App Issue,Escalate,Angry customer about service access,@372823 Sorry for the delay. Our team is currently reviewing your email and will follow up shortly.
2757576,".@Uber_Support trying to update app since 11/13, iPhone 5, 10.3.3.  Same error message: ""Uber cannot be downloaded at this time..."".  

Tried every day, +3 times/day, but nothing. I have useless app stuck in the ""loading"" mode. Cannot delete or run the previous version. Help!!",Tue Nov 21 02:57:57 +0000 2017,2757575,2757576.0,@771718 We can take a look! Send us a note via https://t.co/QDn91HzZV0 so our team can get in touch.,Tue Nov 21 03:04:33 +0000 2017,Account / App Issue,Auto-handle,App update and installation problem,@771718 We can take a look! Send us a note via https://t.co/QDn91HzZV0 so our team can get in touch.
998159,I've been on hold with @115877 for over 35 minutes and have yet to receive support.  Also my last 4 orders have been inoccect. #Fail https://t.co/eWbYKSDdBw,Sun Oct 22 11:03:54 +0000 2017,998158,998159.0,"@356356 That's definitely not ok, Tom. Please send us a DM with your account email address and we'll follow up shortly.",Sun Oct 22 16:46:16 +0000 2017,Account / App Issue,Escalate,"Customer is frustrated with long support wait and incorrect orders, requiring human intervention.","@356356 That's definitely not ok, Tom. Please send us a DM with your account email address and we'll follow up shortly."
1417429,"@Uber_Support Each time I schedule a ride from my home, the app lists my address incorrectly. I need to fix this ASAP. How can I?",Thu Nov 02 02:46:20 +0000 2017,1417428,1417429.0,@449458 We're here to help. Please visit this link; https://t.co/IYSozcnjdZ to know more about suggested pickup points.,Thu Nov 02 03:39:05 +0000 2017,Account / App Issue,Auto-handle,Address not saved correctly,@449458 We're here to help. Please visit this link; https://t.co/IYSozcnjdZ to know more about suggested pickup points.
2852914,Can't believe @115873 scammed me and the girls and now won't even reply to my messages!!!!,Mon Nov 27 20:18:19 +0000 2017,2852913,2852914.0,@793131 We're here to help! Send us a DM with your email address so we can connect.,Mon Nov 27 20:24:29 +0000 2017,Safety / Driver Behavior,Escalate,"User reports driver scamming and not responding, safety concern.",@793131 We're here to help! Send us a DM with your email address so we can connect.
842604,@Uber_Support Literally emailing you all right now and basically being told that they don't care. I can't wait for there to be an alternative.,Fri Oct 20 13:38:56 +0000 2017,842603,842604.0,@164459 Happy to help. Please send us a DM with your account email address + details and we'll be in touch.,Fri Oct 20 13:51:33 +0000 2017,General Inquiry,Escalate,Angry customer complaining about support response,@164459 Happy to help. Please send us a DM with your account email address + details and we'll be in touch.
645163,@Uber_Support just got my insuance renewal document reject without giving a reason.  Kindly let me know why it was rejected,Thu Oct 05 01:35:16 +0000 2017,645162,645163.0,@273136 Sorry to hear about the trouble! Please send us a note at https://t.co/balq3Eyso6 so we can connect.,Thu Oct 05 04:17:00 +0000 2017,Account / App Issue,Auto-handle,Standard support request for document rejection reason,@273136 Sorry to hear about the trouble! Please send us a note at https://t.co/balq3Eyso6 so we can connect.
2483159,@115873 Terrible service.,Sun Oct 29 23:27:54 +0000 2017,2483157,2483159.0,@709438 Sorry to hear about the trouble! Send us a DM with your email address with details so we can connect.,Sun Oct 29 23:49:04 +0000 2017,Needs Context,Escalate,"Angry customer, requires human attention",@709438 Sorry to hear about the trouble! Send us a DM with your email address with details so we can connect.
962287,@115873 greed is going to be your undoing when you have no one who will drive for you anymore. you're taking WAY too much of fares,Sat Oct 21 22:05:45 +0000 2017,962286,962287.0,@348341 Here to help! Please provide us more specific details regarding your concern so we can further assist.,Sat Oct 21 22:12:00 +0000 2017,Billing / Refund,Escalate,Angry complaint about fare rates,@348341 Here to help! Please provide us more specific details regarding your concern so we can further assist.
14353,@Uber_Support Over 90 minutes with no response to missing items with my eats delivery.  Do you even have support? I feel like the name lies,Wed Nov 01 01:27:40 +0000 2017,14352,14353.0,@119064 Here to help. Send us a note at https://t.co/ZFaWy0Lkdu so our team can connect.,Wed Nov 01 02:31:37 +0000 2017,Billing / Refund,Escalate,"Missing items and no response, angry customer",@119064 Here to help. Send us a note at https://t.co/ZFaWy0Lkdu so our team can connect.
2410634,"Wow, @115877 falling apart like wet cake. Stores appearing in the search, and then not, getting things in basket and then crash! Disaster!",Tue Nov 14 14:24:49 +0000 2017,2410633,2410634.0,"@243820 We've been overwhelmed by demand! Keep trying, and we hope to get to you ASAP.",Tue Nov 14 16:39:22 +0000 2017,Account / App Issue,Auto-handle,App crashes during search and basket operations.,"@243820 We've been overwhelmed by demand! Keep trying, and we hope to get to you ASAP."
1602030,"@115873 Your app isn’t working only for my account. Been a week since I reported this issue, still hasn’t been resolved. Please find the SS. https://t.co/mM0kew8SWz",Sun Nov 05 06:04:38 +0000 2017,1602029,1602030.0,"@491757 We see that you've reached out directly to our support team via in-app, and we will continue communications there moving forward.",Sun Nov 05 06:11:07 +0000 2017,Account / App Issue,Escalate,User reports unresolved app issue and is frustrated after a week.,"@491757 We see that you've reached out directly to our support team via in-app, and we will continue communications there moving forward."
2832169,@115873 @Uber_Support 👁👁 https://t.co/jXmKZe5SPU,Mon Nov 27 13:50:55 +0000 2017,2832168,2832169.0,@584575 We're here to help! Please send us a note here; https://t.co/fS660rQ8NQ so our team can connect.,Mon Nov 27 13:55:44 +0000 2017,Needs Context,Auto-handle,"Ambiguous content, requires further context",@584575 We're here to help! Please send us a note here; https://t.co/fS660rQ8NQ so our team can connect.
2461378,@Uber_Support Please could you DM me a contact number for your Cape Town branch? URGENT!!!!!,Wed Nov 15 07:53:03 +0000 2017,2461376,2461378.0,"@704731 At this moment, we don't offer phone support. We're sorry for any inconvenience. Visit this link https://t.co/balq3Eyso6 so our team can assist.",Wed Nov 15 07:56:51 +0000 2017,General Inquiry,Auto-handle,User requests contact number for Cape Town branch,"@704731 At this moment, we don't offer phone support. We're sorry for any inconvenience. Visit this link https://t.co/balq3Eyso6 so our team can assist."
2720656,@79917 @115877 I couldn't find anything worse than that.,Mon Nov 20 09:37:43 +0000 2017,2720655,2720656.0,@763393 Happy to take a closer look! Send us a DM with your email address and additional details so we can connect.,Mon Nov 20 09:40:35 +0000 2017,Needs Context,Escalate,"Ambiguous complaint, needs more context",@763393 Happy to take a closer look! Send us a DM with your email address and additional details so we can connect.
331432,"@115873 getting a ride from Trafalgar Square has been awful. Driver was 5 min away for 20 min then cancelled on us, as did the backup driver",Sat Oct 07 17:44:47 +0000 2017,331431,331432.0,@194911 We're here to help! Send us a note via https://t.co/e8HVorX5rh so our team can assist.,Sat Oct 07 18:26:02 +0000 2017,Safety / Driver Behavior,Auto-handle,Driver delay and cancellation complaint,@194911 We're here to help! Send us a note via https://t.co/e8HVorX5rh so our team can assist.
67644,"@Uber_Support I know how to track my order, it's doesn't take 40 minutes to ""prepare"" McDonald's 🙄 and no one is picking up your ""support"" line",Thu Nov 30 04:20:31 +0000 2017,67640,67644.0,@131444 We're here to help! Send us a DM with your email address so we can connect.,Thu Nov 30 04:22:23 +0000 2017,General Inquiry,Escalate,Angry complaint about delivery time and support responsiveness,@131444 We're here to help! Send us a DM with your email address so we can connect.
474436,@115873 hi greetings for the day. I have been charged excessively over and above the fare shown at the time of booking.,Fri Dec 01 10:04:47 +0000 2017,474435,474436.0,@227914 Here to help! Send us a note via https://t.co/oEOANqFpjc so our team can get in touch.,Fri Dec 01 10:05:47 +0000 2017,Billing / Refund,Escalate,Customer disputes an overcharge,@227914 Here to help! Send us a note via https://t.co/oEOANqFpjc so our team can get in touch.
2727170,@Uber_Support Can I bring my cat along for the ride?,Mon Nov 20 13:35:38 +0000 2017,2727169,2727170.0,@623762 Find out more info about riding with a pet here; https://t.co/0VINpg3by4.,Mon Nov 20 13:43:01 +0000 2017,Error,Error,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01kxv0pn4kfnctfjbpm0gsv5yv` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 7513, Requested 645. Please try again in 1.185s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",@623762 Find out more info about riding with a pet here; https://t.co/0VINpg3by4.
842570,"@Uber_Support Thank you for your attention to this, I really appreciate it.",Fri Oct 20 13:55:31 +0000 2017,842569,842570.0,"@320402 No problem at all, Peg! Should you need further assistance with anything else, please let us know. We're always here to help.",Fri Oct 20 13:59:35 +0000 2017,General Inquiry,Auto-handle,"Thank you message, no issue reported","@320402 No problem at all, Peg! Should you need further assistance with anything else, please let us know. We're always here to help."
1572390,@Uber_Support 3 times cancelled my trip my different drivers again connected to New one Let's see this time. 1/2,Sat Nov 04 13:55:29 +0000 2017,1572389,1572390.0,@392516 Sorry for the trouble! Send us a note via https://t.co/JyzdtQE9pr so we can connect.,Sat Nov 04 13:58:04 +0000 2017,General Inquiry,Auto-handle,Trip cancellations and driver changes,@392516 Sorry for the trouble! Send us a note via https://t.co/JyzdtQE9pr so we can connect.
135662,@Uber_Support Help center useless response provided all the time. Send issue over mail not acceptable. Kindly see the issue against the last invoice on account 9868056103,Fri Nov 24 09:28:53 +0000 2017,135664,135662.0,@146576 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Fri Nov 24 09:36:00 +0000 2017,Billing / Refund,Escalate,Angry customer with billing dispute,@146576 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
294997,@Uber_Support __email__,Fri Oct 06 18:24:22 +0000 2017,294999,294997.0,@186253 Thanks Christine. Look to delete this last tweet as it contains personal info. You can have a private convo here:  https://t.co/sd7yH5jmbJ,Fri Oct 06 18:36:43 +0000 2017,Needs Context,Auto-handle,Insufficient context,@186253 Thanks Christine. Look to delete this last tweet as it contains personal info. You can have a private convo here:  https://t.co/sd7yH5jmbJ
929907,@Uber_Support you said you lifted the hold on my card but I'm still not able to use it. Why?,Fri Oct 13 19:11:45 +0000 2017,929906,929907.0,"@340629 Happy to look further into this, Ja'Nell! Please reach out to us here: https://t.co/OhfgxSAY58 so we can follow up.",Fri Oct 13 22:28:14 +0000 2017,Billing / Refund,Escalate,Billing dispute about card hold not resolved,"@340629 Happy to look further into this, Ja'Nell! Please reach out to us here: https://t.co/OhfgxSAY58 so we can follow up."
2456241,@Uber_Support yall still got me waiting...,Tue Nov 14 23:57:39 +0000 2017,2456240,2456241.0,@392126 Thank you for reaching out. A member of our team has followed up with you via email. From there you can reply with any further inquiries and questions you may have in regards to this concern. Please let us know if you have any additional questions or concerns.,Wed Nov 15 04:13:46 +0000 2017,General Inquiry,Auto-handle,"Customer is complaining about a delay, not a safety or billing issue.",@392126 Thank you for reaching out. A member of our team has followed up with you via email. From there you can reply with any further inquiries and questions you may have in regards to this concern. Please let us know if you have any additional questions or concerns.
606258,"@Uber_Support It was Hyundai Xcent, Driver name Pappu, in the morning 5.22 AM. My registered number is 9810853177, the last trip, still I am unable to book any trip, you want to extort Rs.42/- for a trip when the Driver didnt reached my destination, check your GPS location",Wed Nov 22 11:16:12 +0000 2017,606256,606258.0,"@264080 Happy to help! Send us a note here, https://t.co/jaNzeGiYgq, and our team will follow up.",Wed Nov 22 11:18:48 +0000 2017,Billing / Refund,Escalate,Angry customer with billing dispute and driver not reaching destination,"@264080 Happy to help! Send us a note here, https://t.co/jaNzeGiYgq, and our team will follow up."
2493980,"@Uber_Support I️ just had to chase after my driver who COMPLETELY missed me and my grandmother standing at our meeting point, AND THEN he cancelled the trip as I️ was waving at him. I️ expect that $6 fee refunded to me IMMEDIATELY. Thanks.",Wed Nov 15 18:23:38 +0000 2017,2493979,2493980.0,@711915 We're sorry to hear this was your experience. Please send us a note at https://t.co/QsI1vsvcif and our team will be in touch.,Wed Nov 15 18:24:53 +0000 2017,Billing / Refund,Escalate,Angry customer with a complex billing dispute,@711915 We're sorry to hear this was your experience. Please send us a note at https://t.co/QsI1vsvcif and our team will be in touch.
574690,"@115873 
How can I reach the driver with whom I took the last ride!
I only have Car Number in the trip details.",Sun Dec 03 06:56:35 +0000 2017,574689,574690.0,@255187 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Sun Dec 03 07:02:08 +0000 2017,General Inquiry,Auto-handle,User wants to contact driver,@255187 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.
889576,"@Uber_Support 
Why are drivers allowed to make you wait and then make YOU pay when they cancel and just ignore your calls so they can say they couldn't reach you https://t.co/ijqea0TtFz",Sat Nov 25 16:10:26 +0000 2017,889575,889576.0,@331196 We're so sorry for the trouble. Send us a note via https://t.co/z8NNR56eyf so we can assist.,Sat Nov 25 16:13:03 +0000 2017,Billing / Refund,Escalate,Customer is upset about being charged after driver cancellation.,@331196 We're so sorry for the trouble. Send us a note via https://t.co/z8NNR56eyf so we can assist.
129988,@115873 why all my rides waiting time is more than 10min ? Uber in Brazil is getting pretty bad quickly even for uber vips,Fri Nov 24 06:02:49 +0000 2017,129987,129988.0,"@145301 Hi there! We're here to help. Send us a note here, https://t.co/e8HVorX5rh and so our team will assist.",Fri Nov 24 06:11:47 +0000 2017,General Inquiry,Auto-handle,"User complains about long wait times, a general service quality issue.","@145301 Hi there! We're here to help. Send us a note here, https://t.co/e8HVorX5rh and so our team will assist."
948013,@Uber_Support Message dropped on link provided.,Sat Nov 25 10:49:45 +0000 2017,948015,948013.0,@263854 Our team is reviewing your email now and will be in touch. We appreciate your patience.,Sat Nov 25 11:11:38 +0000 2017,Account / App Issue,Auto-handle,"User reports message dropped, likely an app issue",@263854 Our team is reviewing your email now and will be in touch. We appreciate your patience.
1368496,"@115873 Hi, I am an UBER user in Atlanta. I never get option to buy UBER pass. What can I do to get it. My account email is __email__",Fri Oct 27 22:23:02 +0000 2017,1368495,1368496.0,"@438529 Happy to help, Rattan. You can go here https://t.co/3h8wdQ4EJK, to find out more info.",Fri Oct 27 22:39:20 +0000 2017,General Inquiry,Auto-handle,"User is asking how to access Uber Pass, a standard informational request.","@438529 Happy to help, Rattan. You can go here https://t.co/3h8wdQ4EJK, to find out more info."
280238,@Uber_Support forgot my stuff in Uber last sunday.tried to reach the cab driver but he is saying that it's not his cab.please help,Fri Oct 06 09:30:24 +0000 2017,280237,280238.0,"@182789 Happy to help! Please send us a note here https://t.co/VRGZX0s7tO, and we'll reach back out as soon as possible.",Fri Oct 06 10:13:07 +0000 2017,General Inquiry,Auto-handle,"Lost item request, no safety or billing dispute","@182789 Happy to help! Please send us a note here https://t.co/VRGZX0s7tO, and we'll reach back out as soon as possible."
781866,@Uber_Support I have DM you I need urgent help. Please respond. Thank you,Sat Oct 07 21:23:11 +0000 2017,781865,781866.0,"@306656 We're here to help, Jon - DM us with the trips details for this ride so we can look into this further.",Sat Oct 07 21:28:16 +0000 2017,Needs Context,Auto-handle,User requests help but no details provided,"@306656 We're here to help, Jon - DM us with the trips details for this ride so we can look into this further."
1515414,"@115877 please help, delayed +1hr https://t.co/NhslRsT41y",Fri Nov 03 18:16:36 +0000 2017,1515413,1515414.0,"@471595 We're here to help, Ruan. Please DM us with the email address linked to your Uber account, so we can connect. https://t.co/sd7yH5jmbJ",Fri Nov 03 18:26:07 +0000 2017,General Inquiry,Auto-handle,"User reports a 1-hour delay, not a safety or billing issue.","@471595 We're here to help, Ruan. Please DM us with the email address linked to your Uber account, so we can connect. https://t.co/sd7yH5jmbJ"
2409088,@115877 @148768 I trusted you. I TRUSTED YOU!!!,Tue Nov 14 14:10:14 +0000 2017,2409087,2409088.0,@692731 Sorry about that! Demand is high right now. Please try and order again.,Tue Nov 14 15:59:17 +0000 2017,Needs Context,Escalate,Angry customer with unclear context,@692731 Sorry about that! Demand is high right now. Please try and order again.
1901709,"@Uber_Support hi i request a refund via an app and sent you a DM too. Can you let me know when you have a look please. Poor driver, charge me for trip i didnt even take as he wouldnt take me because my luggage didnt fit in boot, am not impressed by that.",Sun Nov 26 08:50:40 +0000 2017,1901708,1901709.0,@566749 Sorry to hear about that! Can you please contact us via https://t.co/wW2bTlNcsR so our team can connect?,Sun Nov 26 08:53:19 +0000 2017,Billing / Refund,Escalate,"Customer requests refund for a trip not taken, a complex billing dispute.",@566749 Sorry to hear about that! Can you please contact us via https://t.co/wW2bTlNcsR so our team can connect?
2038610,@115873 bad service,Sun Nov 26 11:54:53 +0000 2017,2038609,2038610.0,@598151 We're here to help! Send us a DM with your email address so we can assist.,Sun Nov 26 11:57:09 +0000 2017,Needs Context,Escalate,Customer expresses dissatisfaction; requires human review.,@598151 We're here to help! Send us a DM with your email address so we can assist.
657442,@Uber_Support thank you. Just sent you a DM,Thu Oct 05 13:17:51 +0000 2017,657444,657442.0,@276484 We'll follow up with your DM.,Thu Oct 05 14:25:38 +0000 2017,General Inquiry,Auto-handle,Acknowledgement of DM,@276484 We'll follow up with your DM.
2937738,"@115873 @Uber_Support sir today i took a uber ride in afternoon,  with registered number 7010996456. 
Pickup point : 13th cross street,  indira nagar
Drop point: Centre for Biotechnology, Anna University. 
And i forget my PHONE in car. I am 100% sure.
KINDLY PROVIDE ME DRIVERS NO.",Wed Nov 29 11:57:20 +0000 2017,2937737,2937738.0,"@812061 Here to help! Send us a note here, https://t.co/Sy2fWIhhC2, and our team will follow up.",Wed Nov 29 11:59:14 +0000 2017,General Inquiry,Auto-handle,"User requests driver contact info, not a safety or billing dispute","@812061 Here to help! Send us a note here, https://t.co/Sy2fWIhhC2, and our team will follow up."
2828295,"@115873  your drive was very rude to me when I called him to locate  my pickup location then he denied to come on my location and the most important thing he ABUSED me , ending the call... His name was Rajshekara . His contact no. is 8277119988 , his vehicle was (Toyota Etios)",Mon Nov 27 11:45:58 +0000 2017,2828293,2828295.0,@787706 Here to help! Please send us a DM with your email address and phone number  for further assist.,Mon Nov 27 11:52:44 +0000 2017,Safety / Driver Behavior,Escalate,Driver abused customer and denied pickup location,@787706 Here to help! Please send us a DM with your email address and phone number  for further assist.
997916,@Uber_Support @115873 Correction* when you’re driver goes to the wrong pickup area with ZERO communication and sits there until you call an Uber again.,Mon Nov 20 09:50:26 +0000 2017,997917,997916.0,@356296 Sorry to hear about that! Send us a DM with your email address so we can assist.,Mon Nov 20 09:54:20 +0000 2017,Safety / Driver Behavior,Auto-handle,Driver went to wrong pickup area with no communication.,@356296 Sorry to hear about that! Send us a DM with your email address so we can assist.
358958,"@Uber_Support hi i had horrible customer service with one of your drivers last night, i need to report her",Sun Oct 08 14:41:12 +0000 2017,358957,358958.0,"@201011 Sorry to hear about this, Cait. Please send us a message here: https://t.co/WvWsSEOBU2, and we'll look into this for you.",Sun Oct 08 15:47:30 +0000 2017,Safety / Driver Behavior,Escalate,Driver behavior complaint requiring human review,"@201011 Sorry to hear about this, Cait. Please send us a message here: https://t.co/WvWsSEOBU2, and we'll look into this for you."
